Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
22-06-2020,June 2020: seven soldiers raped a Indigenous girl. The soldiers were arrested and sentenced to 16-years and to eight years in prison.,Colombia,COL,Risaralda,5.339848154,-76.14271495,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Armed Forces of Colombia,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,25763
13-06-2020,"June 2020: In Ituri province, a FARDC soldier abducted and robbed 13 civilians, and raped two women. The soldier was arrested by his FARDC superiors two days later",DRC,COD,Ituri,1.352566007,29.03549194,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,One to Many Rape,2,,25651
12-06-2020,"June 2020: In Eastern province, two soldiers attacked and injured civilians and raped an unspecified number of women. The soldiers were arrested later. ",Rwanda,RWA,East Province,-2.14297853,30.09725746,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Rwanda Defence Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,25665
12-06-2020,"June 2020: In Central Darfur state, a woman and four of her daughters were raped during fighting between two factions of the Sudan Liberation Army.",Sudan,SDN,Central Darfur,12.55277636,23.22503642,"(4) Province, State, Governorate ",No Information,NSA,Sudan Liberation Movement/Army,Group Perpetrator,Firearms,Civilian,Female,"Unspecified, Adult, ",Rape,CRSV,Mass SV Assault,5,,25692
09-06-2020,"June 2020: suspected militants on motorcycles physically assaulted a woman for not being fully covered, before gang-raping her.",Mali,MLI,Mopti,14.99166146,-2.946168922,"(3) District, Communicipality or Commune ",No Information,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,25657
08-06-2020,"June 2020: In North Kivu province, FDLR-FOCA rebels reportedly killed one of their members who was attempting to rape a woman.",DRC,COD,Northern Province,-1.191472942,29.44106951,"(3) District, Communicipality or Commune ",No Information,NSA,Forces d??mocratiques de lib??ration du Rwanda,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",AttemptedSexualAssault,CRSV,Single Rape/sv Assault ,1,,25649
06-06-2020,"June 2020: In Central Equatoria state, three South Sudan People's Defence Forces (SSPDF) soldiersÉ?? gang-raped a 14-year-old girl. One soldier was arrested a few days later",South Sudan,SSD,Central Equatoria,4.075233901,30.67290245,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,25666
05-06-2020,"June 2020: unidentified militants abducted and gang-raped a girl in a forest, before abandoning her outside the village. ",Mali,MLI,Mopti,14.99077698,-2.931915016,"(3) District, Communicipality or Commune ","Street, Road or Field",NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,25655
03-06-2020,"June 2020: In South Darfur state, a 15 year-old IDP girl was gang-raped by pastoralists",Sudan,SDN,South Darfur State,12.09865394,24.90625839,(2) 25 km Precision ,"Street, Road or Field",Other,Herdsmen (Sudan),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,29069
01-06-2020,"June 2020: In Donetsk Oblast, a Donetsk People's Republic rebel forces member raped and killed a woman",Ukraine,UKR,Donetsk Oblast,48.31471118,38.04200194,(2) 25 km Precision ,No Information,NSA,United Armed Forces of Novorossiya,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,1,25762
31-05-2020,"May 2020: The body of a hospital employee was found near her home, showing signs of rape.",Mozambique,MOZ,Maputo Province,-25.91583635,32.39589075,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,No Information,No Information on the Weapon Used,Health Worker,Female,"Adult, ",Rape,Health Workers Experienced Sexual Violence,No Information,1,1,26085
29-05-2020,"May 2020: In Central Equatoria state, two young women were held at gunpoint and gang-raped by six men - three of whom were armed soldiers in military uniform. Their home was robbed and neighbouring properties were looted.",South Sudan,SSD,Central Equatoria,4.830454913,31.56286221,(2) 25 km Precision ,Victims Home,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,25552
14-05-2020,May 2020. A four-year-old girl was raped by her neighbour who was a member of the Somalia Armed Forces. ,Somalia,SOM,No Information,1.977146554,44.88042736,(6) Country,No Information,Other,Transitional Federal Government Forces ,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,25648
08-05-2020,"In May 2020 in the Delta region, a local militia attacked a Fulani settlement sexually assaulting women and destroying property. ",Nigeria,NGA,Delta,6.233849717,6.650843398,(2) 25 km Precision ,No Information,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,25551
08-05-2020,"May 2020: In Western Uganda region, a woman was gang raped and a civilian killed by UPDF soldiers enforcing COVID-19 lockdown measures",Uganda,UGA,Bushenyi,-0.53099837,30.23805322,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Uganda People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,1,25557
03-05-2020,"May 2020: In South Kivu province, a 35-year-old woman was raped by a FARDC soldier. He stole $66 and killed three of the woman's pigs. ",DRC,COD,South Kivu,-3.423977977,29.12818944,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,25540
30-04-2020,"April 2020: In North Darfur state, a 12-year-old girl was raped by unidentified gunmen who attacked her and two other female IDPs while they were gathering firewood.",Sudan,SDN,North Darfur State,13.0652095,25.23463328,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ","AttemptedSexualAssault, Rape",CRSV,Mass SV Assault,3,,25501
24-04-2020,"April 2020: In Central Equatoria state, an unspecified number of women at a Police Training Centre reported that they had been raped by colleagues from the training centre. Large numbers of police trainees from different armed groups and government forces are being trained at the centre as per the peace agreement.",South Sudan,SSD,Central Equatoria,4.75039803,31.57718215,(2) 25 km Precision ,Police Station,Police,South Sudan National Police Service,Group Perpetrator,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,25490
24-04-2020,"April 2020: In Zone Two, Kakuma Refugee Camp Three, Kakuma town, Turkana county, a lesbian Ugandan refugee was dragged to her shelter, beaten and raped by eight men due to her sexual orientation. The incident follows a wave of other similar incidents reported by LGBT+ camp residents in recent months. ",Kenya,KEN,Turkana County,3.746936581,34.81726706,(2) 25 km Precision ,Refugee/IDP Settlement,Civilian,Refugees/IDPs,Group Perpetrator,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,Other,Gang SV Assault,1,,25467
22-04-2020,"April 2020: In Central Equatoria state, 11 women were gang-raped by men in military uniforms.",South Sudan,SSD,Central Equatoria,4.094411135,30.67657471,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,11,,28627
21-04-2020,"April 2020: In Central Darfur state, seven women were raped in an attack on the village by armed pastoralists. At least two people were killed with firearms, and five others were seriously wounded. Hundreds were displaced in the attack, with 70 houses, shops and the market torched. The attack follows a dispute which arose when the body of a young pastoralist was found in a well.",Sudan,SDN,Central Darfur,13.08239673,23.59838028,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,7,,29068
20-04-2020,"April 2020: In North Kivu province, two suspected FARDC soldiers raped a girl and shot and injured a woman in fields near the village.",DRC,COD,North Kivu,0.462536556,29.4721127,"(3) District, Communicipality or Commune ","Street, Road or Field",Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,25465
19-04-2020,"April 2020: In Mvolo county, Western Equatoria state, a young girl was raped by a group of pastoralists while she was collecting firewood near a riverbank.",South Sudan,SSD,Western Equatoria,6.031310707,29.9450645,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,25470
04-04-2020,"April 2020: In Central region, a militia believed to be financially backed by a local businessman attacked the villages as part of an effort to evict residents from land they had previously purchased. Reports indicate that at least one woman was gang-raped; numerous people beaten; and property destroyed and looted. The businessman and an accomplice were arrested, as have four police accused of abetting the businessman.",Uganda,UGA,Mubende,0.541984091,31.40167236,"(3) District, Communicipality or Commune ",No Information,Multiple,"Business, Militia, Uganda National Police",Multiple,"Firearms, Not Applicable: No Direct Violence, Unarmed Perpetrator",Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault Gang SV Assault,1,,25502
03-04-2020,"In April 2020 in Engu state, Fulani Militia sexually assaulted a woman. ",Nigeria,NGA,Enugu,6.592537042,7.418630714,(2) 25 km Precision ,No Information,Other,Fulani herdsmen,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,25468
03-04-2020,"April 2020: In Kigali province, three soldiers raped an unknown number of girls at the Bannyahe School during COVID-19 lockdown. All three soldiers have been arrested and awaiting trial.",Rwanda,RWA,Kigali City,-1.953385438,30.06108311,(2) 25 km Precision ,School,Armed Forces of Government or Self-Declared Government,Rwanda Defence Forces,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Mass SV Assault,2,,25469
02-04-2020,"April 2020: In Machakos county, a police officer raped a woman who had been arrested for theft inside his house on the Matuu police station base. The police officer was arrested.",Kenya,KEN,Machakos,-1.138840992,37.41668701,"(3) District, Communicipality or Commune ",Victims Home,Police,Kenya Police,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,25466
31-03-2020,"March 2020: In Aden governorate, a compound housing IDPs was stormed by a group of armed men suspected to be Security Belt members. The group raped women and arrested men. Security authorities began an investigation ",Yemen,YEM,Aden Governorate,12.88477174,44.98988867,(2) 25 km Precision ,Refugee/IDP Settlement,Vigilante,Security Belt Forces (Yemen),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,25428
31-03-2020,"Between March and April 2020: In Central Equatoria state, 19 women were gang-raped by men in military uniform carrying firearms.",South Sudan,SSD,Central Equatoria,4.081626392,30.68667806,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,SV by security personnel,Mass SV Assault,19,,25471
28-03-2020,"March 2020: In Ruyigi province, a female National Freedom Council (CNL) member was raped in her home by Imbonerakure members. Her husband was beaten and stabbed, and her son injured in the attack ",Burundi,BDI,Ruyigi,-3.569618449,30.13877181,(2) 25 km Precision ,Victims Home,NSA,Imbonerakure (Burundi),Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,25351
25-03-2020,"March 2020: In Central Equatoria state, the National Salvation Front (NAS) accused five South Sudanese soldiers of raping a woman and her 11-year-old daughter during an attempt to arrest her husband, who was not present. ",South Sudan,SSD,Central Equatoria,4.090530093,30.67689645,"(3) District, Communicipality or Commune ",Victims Home,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,25370
16-03-2020,"March 2020: In Amuru district, a group of around 100 people from Guruguru village attacked Giragira village, gang-raped at least one woman, abducted several residents of the village, torched and looted property",Uganda,UGA,Amuru,2.877322274,32.04139992,(2) 25 km Precision ,No Information,Vigilante,Amuru Communal Militia (Uganda),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,25424
15-03-2020,"March 2020: In Central Equatoria state, three women were raped by SSPDF soldiers. Four soldiers have been arrested and confessed to the attack",South Sudan,SSD,Central Equatoria,3.948951696,30.46508789,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,3,,28628
15-03-2020,"March 2020: In Central Equatoria state, six women were raped by SSPDF soldiers. No arrests have been made. ",South Sudan,SSD,Central Equatoria,3.97702907,30.54216385,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,6,,28629
